restaurant_id,date,ingredient_id,ingredient_name,shelf_life_days,supplier_lead_time_days,projected_usage_qty,order_qty,waste_qty,stockout_risk
R009,2025-02-04,ING002,Chicken,2,2,0.9,2.21,0.15,0.109
R009,2025-02-04,ING003,Paneer,3,4,0.45,1.83,0.3,0.165
R009,2025-02-04,ING004,Onion,5,7,1.74,5.24,0.7,0.087
R009,2025-02-04,ING005,Tomato,4,5,1.64,3.36,0.64,0.022
R009,2025-02-04,ING006,Oil,20,30,1.65,3.49,0.62,0.136
R009,2025-02-04,ING007,Flour,10,15,0.0,1.43,0.61,0.249
R009,2025-02-04,ING008,Bread,8,4,2.95,6.75,0.92,0.051
R009,2025-02-04,ING009,Lettuce,2,3,1.36,3.46,0.66,0.112
R009,2025-02-04,ING010,Cheese,4,5,2.32,5.26,1.22,0.216
R009,2025-02-05,ING001,Rice,12,3,0.57,2.79,0.0,0.138
R009,2025-02-05,ING002,Chicken,2,2,3.1,3.34,0.19,0.115
R009,2025-02-05,ING003,Paneer,3,4,1.49,1.71,0.0,0.232
R009,2025-02-05,ING004,Onion,5,7,0.38,4.36,0.64,0.018
R009,2025-02-05,ING005,Tomato,4,5,0.57,1.65,0.57,0.08
R009,2025-02-05,ING006,Oil,20,30,3.15,6.72,1.57,0.015
R009,2025-02-05,ING007,Flour,10,15,4.85,7.61,0.87,0.07
R009,2025-02-05,ING008,Bread,8,4,1.01,1.17,0.35,0.021
R009,2025-02-05,ING009,Lettuce,2,3,4.89,4.9,0.75,0.184
R009,2025-02-05,ING010,Cheese,4,5,3.27,6.08,1.13,0.115
R009,2025-02-06,ING001,Rice,12,3,2.26,4.59,0.95,0.18
R009,2025-02-06,ING002,Chicken,2,2,2.13,3.19,0.56,0.339
R009,2025-02-06,ING003,Paneer,3,4,4.71,5.98,1.17,0.284
R009,2025-02-06,ING004,Onion,5,7,4.18,4.46,1.39,0.38
R009,2025-02-06,ING005,Tomato,4,5,3.26,4.47,1.39,0.23
R009,2025-02-06,ING006,Oil,20,30,1.76,2.7,0.0,0.242
R009,2025-02-06,ING007,Flour,10,15,1.88,5.09,1.0,0.355
R009,2025-02-06,ING008,Bread,8,4,4.92,8.17,0.79,0.194
R009,2025-02-06,ING009,Lettuce,2,3,3.37,5.28,0.68,0.224
R009,2025-02-06,ING010,Cheese,4,5,0.0,1.56,0.04,0.376
R009,2025-02-07,ING001,Rice,12,3,1.7,3.77,0.78,0.209
R009,2025-02-07,ING002,Chicken,2,2,1.95,2.57,0.62,0.107
R009,2025-02-07,ING003,Paneer,3,4,1.07,3.36,0.68,0.162
R009,2025-02-07,ING004,Onion,5,7,0.0,2.05,0.6,0.222
R009,2025-02-07,ING005,Tomato,4,5,3.95,5.35,1.0,0.217
R009,2025-02-07,ING006,Oil,20,30,2.84,3.58,0.82,0.128
R009,2025-02-07,ING007,Flour,10,15,2.65,6.33,0.79,0.088
R009,2025-02-07,ING008,Bread,8,4,2.03,5.82,1.56,0.082
R009,2025-02-07,ING009,Lettuce,2,3,1.33,2.52,0.17,0.154
R009,2025-02-07,ING010,Cheese,4,5,0.6,3.13,0.27,0.028
R009,2025-02-08,ING001,Rice,12,3,0.86,1.75,0.19,0.146
R009,2025-02-08,ING002,Chicken,2,2,3.55,4.9,0.51,0.097
R009,2025-02-08,ING003,Paneer,3,4,3.13,4.4,0.66,0.056
R009,2025-02-08,ING004,Onion,5,7,2.76,6.4,0.92,0.078
R009,2025-02-08,ING005,Tomato,4,5,0.82,2.71,0.62,0.096
R009,2025-02-08,ING006,Oil,20,30,1.26,2.55,0.21,0.045
R009,2025-02-08,ING007,Flour,10,15,4.16,5.61,0.77,0.184
R009,2025-02-08,ING008,Bread,8,4,3.03,6.65,1.32,0.202
R009,2025-02-08,ING009,Lettuce,2,3,2.8,4.31,0.62,0.009
R009,2025-02-08,ING010,Cheese,4,5,3.75,5.67,0.55,0.23
R009,2025-02-09,ING001,Rice,12,3,1.96,5.15,0.99,0.192
R009,2025-02-09,ING002,Chicken,2,2,3.21,7.09,1.4,0.269
R009,2025-02-09,ING003,Paneer,3,4,1.15,3.99,0.68,0.375
R009,2025-02-09,ING004,Onion,5,7,4.99,6.54,0.99,0.305
R009,2025-02-09,ING005,Tomato,4,5,5.04,8.58,0.98,0.232
R009,2025-02-09,ING006,Oil,20,30,5.11,8.8,1.26,0.191
R009,2025-02-09,ING007,Flour,10,15,3.78,6.19,0.97,0.282
R009,2025-02-09,ING008,Bread,8,4,0.92,3.02,0.01,0.165
R009,2025-02-09,ING009,Lettuce,2,3,0.0,0.43,0.0,0.214
R009,2025-02-09,ING010,Cheese,4,5,2.76,6.4,1.32,0.267
R009,2025-02-10,ING001,Rice,12,3,4.0,7.73,1.27,0.371
R009,2025-02-10,ING002,Chicken,2,2,3.54,4.82,0.74,0.383
R009,2025-02-10,ING003,Paneer,3,4,0.0,2.95,0.75,0.186
R009,2025-02-10,ING004,Onion,5,7,3.3,5.92,0.37,0.202
R009,2025-02-10,ING005,Tomato,4,5,3.72,4.67,0.08,0.386
R009,2025-02-10,ING006,Oil,20,30,4.08,5.78,0.89,0.189
R009,2025-02-10,ING007,Flour,10,15,3.49,6.19,1.14,0.313
R009,2025-02-10,ING008,Bread,8,4,2.26,3.41,0.5,0.338
R009,2025-02-10,ING009,Lettuce,2,3,4.53,4.62,0.0,0.361
R009,2025-02-10,ING010,Cheese,4,5,1.77,2.69,0.73,0.383
R009,2025-02-11,ING001,Rice,12,3,3.03,3.44,0.6,0.232
R009,2025-02-11,ING002,Chicken,2,2,1.24,4.39,0.55,0.246
R009,2025-02-11,ING003,Paneer,3,4,2.83,6.76,1.24,0.322
R009,2025-02-11,ING004,Onion,5,7,3.64,6.35,1.11,0.164
R009,2025-02-11,ING005,Tomato,4,5,0.0,0.95,0.64,0.229
R009,2025-02-11,ING006,Oil,20,30,0.83,2.3,0.0,0.301
R009,2025-02-11,ING007,Flour,10,15,0.69,1.35,0.3,0.295
R009,2025-02-11,ING008,Bread,8,4,0.0,2.17,0.22,0.282
R009,2025-02-11,ING009,Lettuce,2,3,0.0,3.33,0.49,0.187
R009,2025-02-11,ING010,Cheese,4,5,2.85,5.33,0.61,0.174
R009,2025-02-12,ING001,Rice,12,3,0.78,3.22,0.62,0.228
R009,2025-02-12,ING002,Chicken,2,2,1.35,2.62,0.0,0.372
R009,2025-02-12,ING003,Paneer,3,4,2.44,2.67,0.47,0.276
R009,2025-02-12,ING004,Onion,5,7,0.6,3.49,0.42,0.154
R009,2025-02-12,ING005,Tomato,4,5,1.15,2.79,0.78,0.223
R009,2025-02-12,ING006,Oil,20,30,4.65,5.07,1.38,0.201
R009,2025-02-12,ING007,Flour,10,15,2.29,3.94,0.73,0.393
R009,2025-02-12,ING008,Bread,8,4,3.79,6.86,0.87,0.345
R009,2025-02-12,ING009,Lettuce,2,3,4.27,6.45,0.96,0.315
R009,2025-02-12,ING010,Cheese,4,5,2.53,4.24,0.8,0.234
R009,2025-02-13,ING001,Rice,12,3,2.77,3.0,0.0,0.109
R009,2025-02-13,ING002,Chicken,2,2,4.51,4.59,0.24,0.071
R009,2025-02-13,ING003,Paneer,3,4,3.14,4.79,0.9,0.053
R009,2025-02-13,ING004,Onion,5,7,1.71,3.04,0.29,0.223
R009,2025-02-13,ING005,Tomato,4,5,2.78,6.66,0.93,0.143
R009,2025-02-13,ING006,Oil,20,30,1.52,2.37,0.0,0.173
R009,2025-02-13,ING007,Flour,10,15,2.2,6.17,1.06,0.168
R009,2025-02-13,ING008,Bread,8,4,4.34,7.68,1.19,0.186
R009,2025-02-13,ING009,Lettuce,2,3,2.52,4.85,0.78,0.18
R009,2025-02-13,ING010,Cheese,4,5,1.99,3.04,0.15,0.222
R009,2025-02-14,ING001,Rice,12,3,1.26,5.06,1.12,0.378
R009,2025-02-14,ING002,Chicken,2,2,3.11,6.86,0.64,0.199
R009,2025-02-14,ING003,Paneer,3,4,4.36,4.94,1.26,0.191
R009,2025-02-14,ING004,Onion,5,7,0.34,1.87,0.0,0.329
R009,2025-02-14,ING005,Tomato,4,5,4.49,8.43,1.5,0.313
R009,2025-02-14,ING006,Oil,20,30,1.78,3.87,0.62,0.341
R009,2025-02-14,ING007,Flour,10,15,2.31,3.57,0.17,0.288
R009,2025-02-14,ING008,Bread,8,4,1.99,3.6,0.01,0.214
R009,2025-02-14,ING009,Lettuce,2,3,5.01,7.01,1.13,0.347
R009,2025-02-14,ING010,Cheese,4,5,2.29,3.29,0.47,0.206
R009,2025-02-15,ING001,Rice,12,3,4.43,7.76,0.76,0.089
R009,2025-02-15,ING002,Chicken,2,2,3.74,5.02,1.04,0.063
R009,2025-02-15,ING003,Paneer,3,4,6.88,7.48,1.11,0.078
R009,2025-02-15,ING004,Onion,5,7,2.11,2.13,0.14,0.01
R009,2025-02-15,ING005,Tomato,4,5,3.29,6.86,0.93,0.102
R009,2025-02-15,ING006,Oil,20,30,5.66,7.33,1.11,0.154
R009,2025-02-15,ING007,Flour,10,15,4.2,5.07,0.17,0.206
R009,2025-02-15,ING008,Bread,8,4,3.48,5.08,0.7,0.099
R009,2025-02-15,ING009,Lettuce,2,3,3.43,6.63,1.38,0.199
R009,2025-02-15,ING010,Cheese,4,5,3.39,5.51,0.45,0.226
R009,2025-02-16,ING001,Rice,12,3,2.6,3.18,0.61,0.045
R009,2025-02-16,ING002,Chicken,2,2,1.65,1.69,0.66,0.025
R009,2025-02-16,ING003,Paneer,3,4,4.18,4.6,0.95,0.098
R009,2025-02-16,ING004,Onion,5,7,2.02,2.85,0.67,0.213
R009,2025-02-16,ING005,Tomato,4,5,0.48,1.89,0.48,0.173
R009,2025-02-16,ING006,Oil,20,30,3.61,3.65,0.67,0.014
R009,2025-02-16,ING007,Flour,10,15,1.71,3.53,0.56,0.214
R009,2025-02-16,ING008,Bread,8,4,2.12,4.69,0.16,0.091
R009,2025-02-16,ING009,Lettuce,2,3,0.79,3.03,0.46,0.213
R009,2025-02-16,ING010,Cheese,4,5,1.7,3.82,0.28,0.148
R009,2025-02-17,ING001,Rice,12,3,1.55,2.31,0.27,0.001
R009,2025-02-17,ING002,Chicken,2,2,2.18,4.81,0.73,0.088
R009,2025-02-17,ING003,Paneer,3,4,3.24,7.18,0.83,0.219
R009,2025-02-17,ING004,Onion,5,7,1.84,4.52,0.93,0.013
R009,2025-02-17,ING005,Tomato,4,5,0.48,1.5,0.69,0.107
R009,2025-02-17,ING006,Oil,20,30,2.7,5.11,0.65,0.072
R009,2025-02-17,ING007,Flour,10,15,3.4,6.11,1.38,0.208
R009,2025-02-17,ING008,Bread,8,4,2.94,3.77,0.61,0.177
R009,2025-02-17,ING009,Lettuce,2,3,2.99,5.95,1.5,0.014
R009,2025-02-17,ING010,Cheese,4,5,1.99,2.14,0.37,0.116
R009,2025-02-18,ING001,Rice,12,3,3.36,5.48,0.82,0.312
R009,2025-02-18,ING002,Chicken,2,2,1.84,4.95,0.7,0.27
R009,2025-02-18,ING003,Paneer,3,4,2.86,4.87,0.34,0.171
R009,2025-02-18,ING004,Onion,5,7,2.12,5.15,0.55,0.376
R009,2025-02-18,ING005,Tomato,4,5,6.02,7.11,0.99,0.267
R009,2025-02-18,ING006,Oil,20,30,2.25,5.42,0.93,0.202
R009,2025-02-18,ING007,Flour,10,15,3.91,7.52,0.7,0.325
R009,2025-02-18,ING008,Bread,8,4,2.22,4.08,0.6,0.314
R009,2025-02-18,ING009,Lettuce,2,3,2.01,4.67,0.42,0.274
R009,2025-02-18,ING010,Cheese,4,5,0.39,1.52,0.54,0.196
R009,2025-02-19,ING001,Rice,12,3,2.8,4.96,0.83,0.277
R009,2025-02-19,ING002,Chicken,2,2,3.51,6.95,0.52,0.336
R009,2025-02-19,ING003,Paneer,3,4,3.09,4.77,1.0,0.388
R009,2025-02-19,ING004,Onion,5,7,1.19,1.61,0.0,0.327
R009,2025-02-19,ING005,Tomato,4,5,3.03,3.24,0.46,0.313
R009,2025-02-19,ING006,Oil,20,30,2.43,4.78,1.13,0.223
R009,2025-02-19,ING007,Flour,10,15,2.57,5.78,0.25,0.186
R009,2025-02-19,ING008,Bread,8,4,1.51,4.03,1.17,0.27
R009,2025-02-19,ING009,Lettuce,2,3,2.78,4.92,1.09,0.237
R009,2025-02-19,ING010,Cheese,4,5,1.9,2.59,0.47,0.16
R009,2025-02-20,ING001,Rice,12,3,0.69,1.93,0.36,0.32
R009,2025-02-20,ING002,Chicken,2,2,2.8,6.16,1.51,0.254
R009,2025-02-20,ING003,Paneer,3,4,4.26,5.61,1.24,0.267
R009,2025-02-20,ING004,Onion,5,7,5.24,9.02,1.2,0.293
R009,2025-02-20,ING005,Tomato,4,5,3.24,3.77,0.81,0.193
R009,2025-02-20,ING006,Oil,20,30,2.8,3.13,0.62,0.306
R009,2025-02-20,ING007,Flour,10,15,0.58,2.2,0.42,0.263
R009,2025-02-20,ING008,Bread,8,4,0.76,4.08,0.59,0.216
R009,2025-02-20,ING009,Lettuce,2,3,0.74,2.71,0.76,0.243
R009,2025-02-20,ING010,Cheese,4,5,3.54,5.25,0.93,0.18
R009,2025-02-21,ING001,Rice,12,3,4.46,6.18,0.56,0.044
R009,2025-02-21,ING002,Chicken,2,2,3.5,7.36,1.55,0.069
R009,2025-02-21,ING003,Paneer,3,4,1.48,4.76,0.63,0.028
R009,2025-02-21,ING004,Onion,5,7,1.17,4.67,0.46,0.171
R009,2025-02-21,ING005,Tomato,4,5,0.0,2.45,0.07,0.245
R009,2025-02-21,ING006,Oil,20,30,1.42,2.42,0.78,0.069
R009,2025-02-21,ING007,Flour,10,15,1.52,4.14,0.92,0.12
R009,2025-02-21,ING008,Bread,8,4,1.47,4.62,0.6,0.195
R009,2025-02-21,ING009,Lettuce,2,3,2.91,6.65,1.16,0.1
R009,2025-02-21,ING010,Cheese,4,5,0.32,3.05,0.2,0.075
R009,2025-02-22,ING001,Rice,12,3,1.66,2.95,0.41,0.151
R009,2025-02-22,ING002,Chicken,2,2,1.49,2.65,0.0,0.276
R009,2025-02-22,ING003,Paneer,3,4,3.42,6.46,0.54,0.179
R009,2025-02-22,ING004,Onion,5,7,1.29,3.02,0.14,0.264
R009,2025-02-22,ING005,Tomato,4,5,1.21,3.49,1.21,0.223
R009,2025-02-22,ING006,Oil,20,30,0.0,2.32,0.38,0.352
R009,2025-02-22,ING007,Flour,10,15,2.19,3.59,0.59,0.206
R009,2025-02-22,ING008,Bread,8,4,3.7,5.3,0.85,0.194
R009,2025-02-22,ING009,Lettuce,2,3,3.06,6.48,1.7,0.347
R009,2025-02-22,ING010,Cheese,4,5,1.83,4.54,0.36,0.19
R009,2025-02-23,ING001,Rice,12,3,1.28,1.94,0.19,0.345
R009,2025-02-23,ING002,Chicken,2,2,0.78,1.09,0.32,0.393
R009,2025-02-23,ING003,Paneer,3,4,4.0,6.21,0.94,0.286
R009,2025-02-23,ING004,Onion,5,7,0.27,2.51,0.0,0.297
R009,2025-02-23,ING005,Tomato,4,5,0.71,3.46,0.23,0.151
R009,2025-02-23,ING006,Oil,20,30,2.21,4.3,0.82,0.326
R009,2025-02-23,ING007,Flour,10,15,0.0,1.17,0.5,0.376
R009,2025-02-23,ING008,Bread,8,4,1.13,4.62,0.38,0.3
R009,2025-02-23,ING009,Lettuce,2,3,0.55,0.91,0.4,0.2
R009,2025-02-23,ING010,Cheese,4,5,0.83,2.83,0.38,0.217
R009,2025-02-24,ING001,Rice,12,3,4.78,5.73,0.72,0.02
R009,2025-02-24,ING002,Chicken,2,2,2.88,5.47,0.88,0.113
R009,2025-02-24,ING003,Paneer,3,4,3.33,6.4,0.58,0.123
R009,2025-02-24,ING004,Onion,5,7,2.69,6.13,1.16,0.17
R009,2025-02-24,ING005,Tomato,4,5,5.67,9.51,1.04,0.121
R009,2025-02-24,ING006,Oil,20,30,1.82,3.5,0.16,0.177
R009,2025-02-24,ING007,Flour,10,15,3.5,6.74,0.82,0.227
R009,2025-02-24,ING008,Bread,8,4,1.8,3.97,0.54,0.208
R009,2025-02-24,ING009,Lettuce,2,3,4.71,5.81,0.53,0.093
R009,2025-02-24,ING010,Cheese,4,5,3.01,5.21,0.55,0.107
R009,2025-02-25,ING001,Rice,12,3,2.54,3.03,0.5,0.048
R009,2025-02-25,ING002,Chicken,2,2,3.21,6.72,0.7,0.236
R009,2025-02-25,ING003,Paneer,3,4,2.93,5.59,1.16,0.176
R009,2025-02-25,ING004,Onion,5,7,3.2,3.54,0.5,0.14
R009,2025-02-25,ING005,Tomato,4,5,2.66,5.21,0.54,0.02
R009,2025-02-25,ING006,Oil,20,30,3.56,4.63,1.46,0.02
R009,2025-02-25,ING007,Flour,10,15,0.92,2.35,0.63,0.022
R009,2025-02-25,ING008,Bread,8,4,4.97,6.79,0.78,0.195
R009,2025-02-25,ING009,Lettuce,2,3,3.87,6.73,0.8,0.246
R009,2025-02-25,ING010,Cheese,4,5,1.06,1.72,0.28,0.074
R009,2025-02-26,ING001,Rice,12,3,4.43,5.16,0.83,0.361
R009,2025-02-26,ING002,Chicken,2,2,0.0,3.76,0.59,0.228
R009,2025-02-26,ING003,Paneer,3,4,0.27,1.61,0.16,0.259
R009,2025-02-26,ING004,Onion,5,7,3.93,7.12,1.05,0.239
R009,2025-02-26,ING005,Tomato,4,5,0.0,2.71,1.09,0.251
R009,2025-02-26,ING006,Oil,20,30,0.0,3.8,0.92,0.174
R009,2025-02-26,ING007,Flour,10,15,1.67,3.34,0.23,0.223
R009,2025-02-26,ING008,Bread,8,4,0.4,1.02,0.0,0.365
R009,2025-02-26,ING009,Lettuce,2,3,1.15,2.72,0.54,0.267
R009,2025-02-26,ING010,Cheese,4,5,2.91,4.45,0.68,0.269
R009,2025-02-27,ING001,Rice,12,3,2.42,5.98,0.83,0.316
R009,2025-02-27,ING002,Chicken,2,2,1.51,5.16,1.1,0.343
R009,2025-02-27,ING003,Paneer,3,4,0.83,2.88,0.06,0.236
R009,2025-02-27,ING004,Onion,5,7,3.87,5.28,0.84,0.291
R009,2025-02-27,ING005,Tomato,4,5,6.04,9.37,1.29,0.256
R009,2025-02-27,ING006,Oil,20,30,3.54,7.39,1.77,0.336
R009,2025-02-27,ING007,Flour,10,15,2.95,6.07,1.07,0.31
R009,2025-02-27,ING008,Bread,8,4,0.29,3.88,0.11,0.218
R009,2025-02-27,ING009,Lettuce,2,3,3.26,5.47,0.69,0.196
R009,2025-02-27,ING010,Cheese,4,5,6.8,10.37,1.19,0.212
R009,2025-02-28,ING001,Rice,12,3,4.73,5.6,0.96,0.14
R009,2025-02-28,ING002,Chicken,2,2,1.35,2.21,0.12,0.066
R009,2025-02-28,ING003,Paneer,3,4,3.96,7.61,1.4,0.163
R009,2025-02-28,ING004,Onion,5,7,0.0,2.2,1.08,0.056
R009,2025-02-28,ING005,Tomato,4,5,2.42,3.77,0.65,0.174
R009,2025-02-28,ING006,Oil,20,30,0.06,2.51,0.0,0.212
R009,2025-02-28,ING007,Flour,10,15,1.37,4.51,0.65,0.057
R009,2025-02-28,ING008,Bread,8,4,2.16,4.54,0.51,0.125
R009,2025-02-28,ING009,Lettuce,2,3,0.97,3.41,0.36,0.189
R009,2025-02-28,ING010,Cheese,4,5,4.23,4.92,1.02,0.131
R009,2025-03-01,ING001,Rice,12,3,0.38,0.58,0.53,0.386
R009,2025-03-01,ING002,Chicken,2,2,0.0,1.11,0.43,0.211
R009,2025-03-01,ING003,Paneer,3,4,1.09,3.2,0.21,0.229
R009,2025-03-01,ING004,Onion,5,7,1.78,2.39,0.0,0.328
R009,2025-03-01,ING005,Tomato,4,5,2.98,4.59,0.55,0.349
R009,2025-03-01,ING006,Oil,20,30,3.24,7.0,1.3,0.323
R009,2025-03-01,ING007,Flour,10,15,1.75,1.75,0.0,0.157
R009,2025-03-01,ING008,Bread,8,4,2.14,4.76,0.93,0.312
R009,2025-03-01,ING009,Lettuce,2,3,4.05,7.56,0.83,0.238
R009,2025-03-01,ING010,Cheese,4,5,0.68,2.48,0.35,0.205
R009,2025-03-02,ING001,Rice,12,3,1.58,2.77,0.77,0.378
R009,2025-03-02,ING002,Chicken,2,2,0.0,2.19,0.13,0.199
R009,2025-03-02,ING003,Paneer,3,4,0.0,3.56,0.35,0.387
R009,2025-03-02,ING004,Onion,5,7,3.85,6.22,1.5,0.157
R009,2025-03-02,ING005,Tomato,4,5,3.01,5.29,0.75,0.331
R009,2025-03-02,ING006,Oil,20,30,1.95,4.91,1.25,0.243
R009,2025-03-02,ING007,Flour,10,15,2.52,5.01,1.11,0.213
R009,2025-03-02,ING008,Bread,8,4,3.87,7.32,0.59,0.201
R009,2025-03-02,ING009,Lettuce,2,3,1.53,5.27,1.03,0.277
R009,2025-03-02,ING010,Cheese,4,5,2.51,4.1,0.66,0.392
R009,2025-03-03,ING001,Rice,12,3,1.0,1.65,0.23,0.303
R009,2025-03-03,ING002,Chicken,2,2,0.41,0.44,0.0,0.186
R009,2025-03-03,ING003,Paneer,3,4,0.31,3.27,0.65,0.391
R009,2025-03-03,ING004,Onion,5,7,0.61,4.57,0.53,0.273
R009,2025-03-03,ING005,Tomato,4,5,1.55,4.04,0.52,0.249
R009,2025-03-03,ING006,Oil,20,30,0.15,3.3,0.63,0.27
R009,2025-03-03,ING007,Flour,10,15,0.0,3.88,0.25,0.394
R009,2025-03-03,ING008,Bread,8,4,0.0,3.56,0.6,0.177
R009,2025-03-03,ING009,Lettuce,2,3,1.34,2.96,0.86,0.205
R009,2025-03-03,ING010,Cheese,4,5,2.58,2.69,0.07,0.247
R009,2025-03-04,ING001,Rice,12,3,4.73,6.66,1.73,0.243
R009,2025-03-04,ING002,Chicken,2,2,3.33,4.92,1.08,0.373
R009,2025-03-04,ING003,Paneer,3,4,3.66,6.34,0.85,0.343
R009,2025-03-04,ING004,Onion,5,7,3.66,6.99,1.21,0.222
R009,2025-03-04,ING005,Tomato,4,5,1.59,1.97,0.24,0.275
R009,2025-03-04,ING006,Oil,20,30,3.39,5.64,0.84,0.213
R009,2025-03-04,ING007,Flour,10,15,1.47,2.12,0.41,0.397
R009,2025-03-04,ING008,Bread,8,4,4.39,7.05,1.37,0.238
R009,2025-03-04,ING009,Lettuce,2,3,3.04,5.03,1.15,0.283
R009,2025-03-04,ING010,Cheese,4,5,4.38,5.82,0.73,0.385
R009,2025-03-05,ING001,Rice,12,3,0.0,1.8,0.39,0.308
R009,2025-03-05,ING002,Chicken,2,2,0.98,2.3,1.11,0.308
R009,2025-03-05,ING003,Paneer,3,4,4.27,7.99,0.94,0.168
R009,2025-03-05,ING004,Onion,5,7,2.96,5.01,0.64,0.245
R009,2025-03-05,ING005,Tomato,4,5,1.04,1.07,0.16,0.327
R009,2025-03-05,ING006,Oil,20,30,0.93,4.92,1.36,0.33
R009,2025-03-05,ING007,Flour,10,15,2.85,4.58,1.02,0.337
R009,2025-03-05,ING008,Bread,8,4,4.02,7.97,1.17,0.328
R009,2025-03-05,ING009,Lettuce,2,3,2.99,6.44,0.98,0.229
R009,2025-03-05,ING010,Cheese,4,5,0.83,2.8,0.06,0.281
R009,2025-03-06,ING001,Rice,12,3,3.84,5.66,0.9,0.384
R009,2025-03-06,ING002,Chicken,2,2,3.36,4.11,0.19,0.399
R009,2025-03-06,ING003,Paneer,3,4,2.12,2.25,0.46,0.343
R009,2025-03-06,ING004,Onion,5,7,5.43,6.22,0.78,0.343
R009,2025-03-06,ING005,Tomato,4,5,4.34,5.53,0.91,0.206
R009,2025-03-06,ING006,Oil,20,30,3.05,3.37,0.77,0.21
R009,2025-03-06,ING007,Flour,10,15,2.16,2.25,0.44,0.156
R009,2025-03-06,ING008,Bread,8,4,1.84,3.22,0.73,0.195
R009,2025-03-06,ING009,Lettuce,2,3,4.04,7.16,0.67,0.287
R009,2025-03-06,ING010,Cheese,4,5,2.93,4.07,0.08,0.348
R009,2025-03-07,ING001,Rice,12,3,1.95,4.36,1.19,0.044
R009,2025-03-07,ING002,Chicken,2,2,5.9,8.41,1.65,0.241
R009,2025-03-07,ING003,Paneer,3,4,4.27,5.39,0.86,0.044
R009,2025-03-07,ING004,Onion,5,7,0.93,1.64,0.0,0.038
R009,2025-03-07,ING005,Tomato,4,5,0.7,1.38,0.0,0.073
R009,2025-03-07,ING006,Oil,20,30,3.22,6.87,0.56,0.152
R009,2025-03-07,ING007,Flour,10,15,2.87,5.48,0.49,0.003
R009,2025-03-07,ING008,Bread,8,4,0.53,2.07,0.0,0.179
R009,2025-03-07,ING009,Lettuce,2,3,2.32,2.64,0.22,0.134
R009,2025-03-07,ING010,Cheese,4,5,2.87,3.09,0.88,0.061
R009,2025-03-08,ING001,Rice,12,3,4.64,7.99,1.19,0.19
R009,2025-03-08,ING002,Chicken,2,2,2.72,3.64,0.74,0.083
R009,2025-03-08,ING003,Paneer,3,4,3.75,5.29,0.78,0.224
R009,2025-03-08,ING004,Onion,5,7,5.1,7.83,1.28,0.024
R009,2025-03-08,ING005,Tomato,4,5,2.78,4.01,0.93,0.229
R009,2025-03-08,ING006,Oil,20,30,3.58,4.16,0.83,0.005
R009,2025-03-08,ING007,Flour,10,15,1.92,3.48,0.93,0.017
R009,2025-03-08,ING008,Bread,8,4,4.9,5.86,0.88,0.145
R009,2025-03-08,ING009,Lettuce,2,3,1.82,3.4,0.64,0.019
R009,2025-03-08,ING010,Cheese,4,5,2.82,4.41,0.71,0.204
R009,2025-03-09,ING001,Rice,12,3,1.24,1.98,0.49,0.268
R009,2025-03-09,ING002,Chicken,2,2,1.98,4.23,0.19,0.152
R009,2025-03-09,ING003,Paneer,3,4,0.41,4.05,0.63,0.298
R009,2025-03-09,ING004,Onion,5,7,2.44,3.77,0.2,0.216
R009,2025-03-09,ING005,Tomato,4,5,0.96,1.67,0.0,0.231
R009,2025-03-09,ING006,Oil,20,30,0.05,1.64,0.66,0.274
R009,2025-03-09,ING007,Flour,10,15,2.34,2.67,0.8,0.318
R009,2025-03-09,ING008,Bread,8,4,5.96,9.54,1.7,0.154
R009,2025-03-09,ING009,Lettuce,2,3,4.84,4.89,1.13,0.274
R009,2025-03-09,ING010,Cheese,4,5,2.13,3.43,0.74,0.259
R009,2025-03-10,ING001,Rice,12,3,1.82,2.26,0.28,0.087
R009,2025-03-10,ING002,Chicken,2,2,3.59,6.84,1.26,0.233
R009,2025-03-10,ING003,Paneer,3,4,1.92,4.29,0.6,0.204
R009,2025-03-10,ING004,Onion,5,7,4.0,7.19,1.04,0.19
R009,2025-03-10,ING005,Tomato,4,5,0.0,1.81,0.13,0.045
R009,2025-03-10,ING006,Oil,20,30,2.52,4.48,1.25,0.108
R009,2025-03-10,ING007,Flour,10,15,2.44,4.75,0.48,0.017
R009,2025-03-10,ING008,Bread,8,4,0.0,1.33,0.64,0.103
R009,2025-03-10,ING009,Lettuce,2,3,0.0,0.65,0.32,0.044
R009,2025-03-10,ING010,Cheese,4,5,2.63,4.1,0.11,0.17
R009,2025-03-11,ING001,Rice,12,3,0.5,0.92,0.01,0.316
R009,2025-03-11,ING002,Chicken,2,2,3.38,4.4,0.35,0.242
R009,2025-03-11,ING003,Paneer,3,4,2.92,6.17,0.95,0.302
R009,2025-03-11,ING004,Onion,5,7,3.32,5.4,0.46,0.398
R009,2025-03-11,ING005,Tomato,4,5,0.0,0.66,0.18,0.318
R009,2025-03-11,ING006,Oil,20,30,1.92,5.6,0.86,0.28
R009,2025-03-11,ING007,Flour,10,15,3.37,4.33,0.47,0.266
R009,2025-03-11,ING008,Bread,8,4,4.07,7.68,1.21,0.218
R009,2025-03-11,ING009,Lettuce,2,3,1.8,5.62,0.54,0.191
R009,2025-03-11,ING010,Cheese,4,5,0.89,4.15,0.92,0.363
R009,2025-03-12,ING001,Rice,12,3,3.2,4.13,0.28,0.092
